,imdb_title_id,title,original_title,year,date_published,genre,duration,country,language,director,writer,production_company,actors,description,avg_vote,votes,budget,usa_gross_income,worlwide_gross_income,metascore,reviews_from_users,reviews_from_critics
410,tt1294141,Dancing Ninja,Dancing Ninja,2010,2010,"Action, Comedy, Crime",98,"South Korea, Canada, USA",English,"Mitchell Klebanoff, Kelly Sandefur",Mitchell Klebanoff,ATM Motionwide,"Lucas Grabeel, David Hasselhoff, Judy Jung-hwa Kang, Bree Turner, Gary Hudson, Patrick Gallagher, Terryn Westbrook, Lily Tien, Eric Tsang, James Tsai, Anthony Shim, Elise Estrada, Drew Scott, Johannah Newmarch, Tony Abatemarco","An orphaned boy who dreams of being a ninja arrives in Hollywood to try and find his birth parents, where he gets mixed up in a crime.",4.1,156,$ 2450000,,$ 48818,,5.0,1.0
411,tt1072748,La vedova Winchester,Winchester,2018,2018-02-22,"Biography, Drama, Fantasy",99,"Australia, USA",English,"Michael Spierig, Peter Spierig","Tom Vaughan, Michael Spierig",CBS Films,"Helen Mirren, Sarah Snook, Finn Scicluna-O'Prey, Jason Clarke, Emm Wiseman, Alana Fagan, Rebecca Makar, Tyler Coppin, Michael Carman, Angus Sampson, Alice Chaston, Eamon Farren, Laura Brent, Adam Bowes, Bruce Spence","Ensconced in her sprawling San Jose, California mansion, eccentric firearm heiress Sarah Winchester (Dame Helen Mirren) believes she is haunted by the souls of people killed by the Winchester repeating rifle.",5.4,29208,$ 3500000,$ 25091816,$ 44019588,28.0,220.0,208.0
412,tt2691580,The Oscar Nominated Short Films 2013: Live Action,The Oscar Nominated Short Films 2013: Live Action,2013,2013-02-01,Drama,115,"USA, Afghanistan, France, Belgium, Canada","English, French, Dutch, Arabic, Somali",,,Shorts International,,Collective screening of the Academy Award nominated short films from the Live Action category for 2013.,6.7,203,$ 700000,$ 2142342,$ 2142342,,1.0,1.0
413,tt0037870,Una lettera per Eva,A Letter for Evie,1946,1946-01-28,"Comedy, Romance, War",89,USA,"English, French",Jules Dassin,"Blanche Brace, DeVallon Scott",Metro-Goldwyn-Mayer (MGM),"Marsha Hunt, John Carroll, Hume Cronyn, Spring Byington, Pamela Britton, Norman Lloyd, Percival Vivian, Donald Curtis, Esther Howard, Robin Raymond, Therese Lyon, Lynn Whitney","An oafish soldier receives a shirt but disregards the letter inside sent by a lovelorn secretary, prompting his bumbling friend to impersonate him in order to win her heart.",7.0,333,,,,,8.0,3.0
414,tt0096933,Black Rain - Pioggia sporca,Black Rain,1989,1989-10-31,"Action, Crime, Thriller",125,USA,"English, Japanese",Ridley Scott,"Craig Bolotin, Warren Lewis",Paramount Pictures,"Michael Douglas, Andy Garcia, Ken Takakura, Kate Capshaw, Yûsaku Matsuda, Shigeru Kôyama, John Spencer, Guts Ishimatsu, Yûya Uchida, Tomisaburô Wakayama, Miyuki Ono, Luis Guzmán, John Costelloe, Stephen Root, Richard Riehle",Two NYC cops arrest a Yakuza member and must escort him when he's extradited to Japan.,6.7,48545,$ 30000000,$ 46212055,$ 134212055,56.0,137.0,75.0
415,tt0030239,Hold That Co-ed,Hold That Co-ed,1938,1938-09-16,"Comedy, Sport",80,USA,English,George Marshall,"Karl Tunberg, Don Ettlinger",Twentieth Century Fox,"John Barrymore, George Murphy, Marjorie Weaver, Joan Davis, Jack Haley, George Barbier, Ruth Terry, Donald Meek, Johnny Downs, Paul Hurst, Guinn 'Big Boy' Williams, Brewster Twins, William 'Billy' Benedict, Frank Sully, Charles C. Wilson",While running for governor a politician aids a needy college by plotting to assure victory for their football team. Though to be a parody of Huey Long and his machine.,6.2,158,,,,,8.0,1.0
416,tt1402488,Happy Feet 2,Happy Feet Two,2011,2011-11-25,"Animation, Adventure, Comedy",100,"Australia, USA",English,"George Miller, Gary Eck","George Miller, Gary Eck",Warner Bros.,"Carlos Alazraqui, Lombardo Boyar, Jeffrey Garcia, Johnny A. Sanchez, Sofía Vergara, Robin Williams, Elijah Wood, Pink, Ava Acres, Benjamin Flores Jr., Meibh Campbell, Common, Magda Szubanski, Hugo Weaving, Brad Pitt","Mumble's son, Erik, is struggling to realize his talents in the Emperor Penguin world. Meanwhile, Mumble and his family and friends discover a new threat their home -- one that will take everyone working together to save them.",5.9,40908,$ 135000000,$ 64006466,$ 159196936,50.0,87.0,161.0
417,tt0494208,Un regalo in valigia,Baggage,2008,2008-12-10,Drama,110,USA,English,Stephen Polk,"Catherine E. Rubey, Stephen Polk",Baggage,"Barry Bostwick, Cheryl Ladd, Julia Sobaski, Stephen Polk, Leah Wagner, Joshua Swanson, Rachael Dayne, Dan Flannery, Cyn Dulay, Mike Pusateri, Christian Rose, Anthony E. Cabral, Gregory A. Fazio, Rosa Isela Frausto, Larry Greene","Pediatrician by day, single mom by night, SARAH invites her estranged husband, PETE, back to their suburban home for the Holidays on one condition: he must reconcile with their daughters ...",4.8,350,$ 2000000,,,,9.0,2.0
418,tt4682780,Josie,Josie,2018,2018-03-16,"Drama, Thriller",100,USA,English,Eric England,Anthony Ragnone II,Coalition Group,"Sophie Turner, Daeg Faerch, Dylan McDermott, Kurt Fuller, Jack Kilmer, Robin Bartlett, Lombardo Boyar, George Todd McLachlan, Micah Fitzgerald, Mickey Faerch, Jennifer Prediger, Sedona Feretto, Jessa Zarubica, Aleh Neliubin, Terry Fradet","Hank, a solitary man living a dull existence in the sleepy, Southern town raises eyebrows when he develops a questionable relationship with Josie, a recently transplanted high school student.",5.1,2117,,,,31.0,30.0,19.0
419,tt0055998,Freud - Passioni segrete,Freud,1962,1962-12-12,"Biography, Drama",140,USA,English,John Huston,"Charles Kaufman, Wolfgang Reinhardt",Bavaria Film,"Montgomery Clift, Susannah York, Larry Parks, Susan Kohner, Eileen Herlie, Fernand Ledoux, David McCallum, Rosalie Crutchley, David Kossoff, Joseph Fürst, Alexander Mango, Leonard Sachs, Eric Portman","An examination of Czech-Austrian psychologist Sigmund Freud's career when he began to treat patients diagnosed with hysteria, using the radical technique of hypnosis.",7.3,2347,$ 4000000,,$ 6388,,19.0,19.0
420,tt2267968,Kung Fu Panda 3,Kung Fu Panda 3,2016,2016-03-17,"Animation, Action, Adventure",95,"China, USA",English,"Alessandro Carloni, Jennifer Yuh Nelson","Jonathan Aibel, Glenn Berger",China Film Group Corporation (CFGC),"Jack Black, Bryan Cranston, Dustin Hoffman, Angelina Jolie, J.K. Simmons, Jackie Chan, Seth Rogen, Lucy Liu, David Cross, Kate Hudson, James Hong, Randall Duk Kim, Steele Gagnon, Liam Knight, Wayne Knight","Continuing his ""legendary adventures of awesomeness"", Po must face two hugely epic, but different threats: one supernatural and the other a little closer to home.",7.1,129771,$ 145000000,$ 143528619,$ 521170825,66.0,201.0,242.0
421,tt0081576,Survival Run,Survival Run,1979,1979-04-27,"Action, Crime, Drama",89,"Mexico, USA",English,Larry Spiegel,"G.M. Cahill, G.M. Cahill",Conacite Uno,"Peter Graves, Ray Milland, Vincent Van Patten, Cosie Costa, Robert Weaver, Susan Pratt, Marianne Sauvage, Randi Meryl, Daniel Ades, Pedro Armendáriz Jr., Gonzalo Vega, Anthony Charnota, Conrad Hool, Elizabeth Kerr, Hymie Habif","A group of teenagers drive out into the desert in search of sex, beer, and general good times. When their van breaks down, they find a group of prospectors who welcome the kids and offer ...",4.8,143,$ 850000,,,,6.0,8.0
422,tt3666644,Scarewaves,Scarewaves,2014,2014-09-26,Horror,82,USA,English,Henrique Couto,"Jeremy Biltz, Henrique Couto",New Dynamic,"Erin R. Ryan, Tonjia Atomic, Joni Durian, Iabou Windimere, Haley Madison, JoAnna Lloyd, Joe Kidd, Adam Scott Clevenger, John Bradley Hambrick, Titus Young Wolverton, Mike Hilinski, Eric Widing, Josh Miller, Rachael Redolfi, Vincent Holiday","From the director of Babysitter Massacre and Haunted House on Sorority Row comes a shocking new film critics are calling ""fresh and original"" and ""what horror audiences want"" In his final ...",4.3,156,$ 70000,,,,5.0,9.0
423,tt0116956,Magenta,Magenta,1997,1997-07-01,"Thriller, Drama",91,USA,English,Gregory C. Haynes,Gregory C. Haynes,Cinetopia Productions,"Julian McMahon, Crystal Atkins, Marklen Kennedy, Alison Storry, Fields Company, Gedeon Burkhard, Madison Young, Stephen Lisk, Brad Marsicano, Blanca Marsillach, Alexandra Schlacher, O. Manasa Star, Sanford Sternshein, C.C. Townsend, Damon White","Magenta, a precocious teenage girl, will stop at nothing to have her desires met in this thriller by Gregory C. Haynes. Michael seems to have it all, that is, until Magenta, his wife's sister, comes into the picture.",4.9,172,$ 2000000,,,,7.0,1.0
424,tt0127361,Zack and Reba,Zack and Reba,1998,1998-10-01,"Comedy, Romance",91,USA,English,Nicole Bettauer,Jay Stapleton,Itasca Pictures,"Brittany Murphy, Michael Jeter, Debbie Reynolds, Sean Patrick Flanery, Thomas Jane, Kathy Najimy, Eric Peterson, Rick Johnson, John Ducey, Groove Rojas, Jeff Olson, Carol Mansell, Richard Hamilton, Martin Mull, Brad Slocum",Two young adults who are coping with the deaths of their partners try to move forward with their lives and start a relationship with each other.,5.6,322,,,,,9.0,
425,tt2378884,Cavemen,Cavemen,2013,2014-04-17,Comedy,88,USA,English,Herschel Faber,Herschel Faber,Fascination Films,"Skylar Astin, Camilla Belle, Chad Michael Murray, Dayo Okeniyi, Alexis Knapp, Kenny Wormald, Jason Patric, Amanda Jane Cooper, Megan Stevenson, Kaden Gibson, Nick Nicotera, Jake Siegel, Noah Applebaum, Cary Y. Mizobe, Anand Desai-Barochia","""Cavemen"" is a comedic film with a slight edge of drama revolving around the lives of somewhat single, somewhat unemployed guys living in a warehouse converted to living quarters in the '...",5.3,4302,$ 1200000,$ 5948,$ 5948,19.0,20.0,10.0
426,tt4136534,We Make Movies,We Make Movies,2016,2016-01-28,Comedy,111,USA,English,Matt Tory,Matt Tory,4Reel Films,"Jordan Hopewell, Matt Tory, Zack Slort, Jonathan Holmes, Anne Crockett, Matt Silver, Josiah Finnamore, Valerie Tory, Donna Erie, Craig Landreth, Keevin Tory, Austin Duncan, Corban Tackitt, Nick Salgado, Hanna Hughes",A heartfelt and hilarious comedy chronicling the ups and downs of a group of college students who spend their summer making a movie for their town's Film Festival.,7.6,114,,,,,18.0,38.0
427,tt2311530,Lost Angelas,Lost Angelas,2019,2019-03-26,"Mystery, Thriller",88,USA,English,William Wayne,"William Wayne, Jen Zias",Neverdie Studios,"Korrina Rico, William Wayne, Jon Jacobs, David Proval, John Capodice, Charlotte Lewis, John Aprea, Jane Crawley, Melissa Mars, Jennifer Field, Josh Kloss, Cheri Moon, Claire Sinclair, EmRey, Ariel Archuleta","Best actress nominee Angela Rose is missing and the only lead to her over-publicized disappearance is her ex-fiancé and struggling screenwriter, Jake Hart. Searching for Angela and haunted ...",8.5,153,,,,,1.0,8.0
428,tt0116422,Ultimo appello,Glory Daze,1995,1996-09-27,Comedy,100,USA,English,Rich Wilkes,Rich Wilkes,Weiny Bro Prods.,"Ben Affleck, Sam Rockwell, Megan Ward, French Stewart, Vien Hong, Vinnie DeRamus, Kristin Bauer van Straten, Alyssa Milano, John Rhys-Davies, Lance Wilson-White, Mary Woronov, Tegan West, Matthew McConaughey, Sean Whalen, Christine Klotz","With college graduation pending, the old gang tries to avoid the inevitability of breaking up and going forward with their lives.",5.5,3304,,$ 15134,$ 15134,,34.0,13.0
429,tt1833056,Pawn's Move,Pawn's Move,2011,2011-04-30,"Drama, Family, Romance",73,USA,English,Caleb Vetter,Kim P. Wells,CV Productions,"Tyler Roberds, Jami Harris Shine, Jo Anna Holt Mishler, Lisa Burns, Stephen Greer, Sheena Peña, Jack Mishler, Trevor Martin, Rodney Wiseman, Bill Behrendt, Josh Gentzler, Rick Folten, Rich Swingle, Doug Dowell, Tim Schaeffer",A young man escapes a clingy girlfriend after inheriting four million dollars from his late mentor.,5.5,109,,,,,2.0,4.0
430,tt0080648,Don't Hang Up,Don't Hang Up,1974,1974-05-01,"Horror, Thriller",90,USA,English,S.F. Brownrigg,"Frank Schaefer, Kerry Newcomb",,"Susan Bracken, Larry O'Dwyer, Gene Ross, James N. Harrell, Hugh Feagin, Annabelle Weenick, Rhea MacAdams, John Steakley, Jeffrey Swann","In this horror movie, a dutiful grand-daughter goes home to take care of her elderly grandmother. Once there, she finds herself trapped inside the house with a homicidal maniac.",5.1,477,,,,,22.0,31.0
431,tt0078078,Petey Wheatstraw,Petey Wheatstraw,1977,1977-11-01,"Comedy, Fantasy, Horror",94,USA,English,Cliff Roquemore,"Rudy Ray Moore, Cliff Roquemore",Comedian International Enterprises (C.I.E.),"Rudy Ray Moore, Jimmy Lynch, Leroy Daniels, Ernest Mayhand, Ebony Wright, Steve Gallon, G. Tito Shaw, Ted Clemmons, Marvin Jones, George Mireless, Bryan L. Roquemore, Clifford Roquemore II, Brian Breye, Rose Williams, Sy Richardson","After being murdered by his rivals, Petey Wheatstraw is resurrected, in exchange for marrying the devil's daughter, the world's ugliest woman.",6.3,890,$ 750000,,,,21.0,27.0
432,tt0120662,The Eye - Lo sguardo,Eye of the Beholder,1999,1999-11-26,"Drama, Mystery, Thriller",109,"Canada, UK, Australia, USA",English,Stephan Elliott,"Marc Behm, Stephan Elliott",Ambridge Film Partnership,"Ewan McGregor, Ashley Judd, Patrick Bergin, Geneviève Bujold, k.d. lang, Jason Priestley, Anne-Marie Brown, Kaitlin Brown, David Nerman, Steven McCarthy, Vlasta Vrana, Janine Theriault, Don Jordan, Maria Revelins, Lisa Forget","A private eye shadows a female serial killer of men all over the U.S. without her knowing as he, strangely enough, occasionally acts as her guardian angel.",5.1,14354,$ 35000000,$ 16500786,$ 17589705,29.0,419.0,92.0
433,tt0032596,T'amerò follemente,Hired Wife,1940,1940-09-13,Comedy,96,USA,English,William A. Seiter,"Richard Connell, Gladys Lehman",Universal Pictures,"Rosalind Russell, Brian Aherne, Virginia Bruce, Robert Benchley, John Carroll, Hobart Cavanaugh, Richard Lane, William B. Davidson","Cement company CEO Stephen Dexter asks his secretary Kendall to marry him as a wife in name only, an arrangement made to protect his finances from an attempt at a hostile business takeover....",6.6,355,,,,,12.0,4.0
434,tt0104428,Hold Me Thrill Me Kiss Me,Hold Me Thrill Me Kiss Me,1992,1993-07-30,Comedy,92,USA,English,Joel Hershman,Joel Hershman,"Thrill Me, Productions","Max Parrish, Adrienne Shelly, Sean Young, Diane Ladd, April Rayne, Bela Lehoczky, Ania Suli, Timothy Leary, Vic Trevino, Allan Warnick, Joseph Anthony Richards, Martha Shaw, Frank Noon, Mary Lanier, Bruce Ed Morrow","Eli is a burglar who is caught in the act by Twinkle, a crazy heiress who coerces him into a sexual relationship. Their violent break-up at the altar makes him a fugitive in search of a new...",6.0,455,,$ 130377,,,15.0,4.0
435,tt0096874,Ritorno al futuro - Parte II,Back to the Future Part II,1989,1989-12-22,"Adventure, Comedy, Sci-Fi",108,USA,English,Robert Zemeckis,"Robert Zemeckis, Bob Gale",Universal Pictures,"Michael J. Fox, Christopher Lloyd, Lea Thompson, Thomas F. Wilson, Elisabeth Shue, James Tolkan, Jeffrey Weissman, Casey Siemaszko, Billy Zane, J.J. Cohen, Charles Fleischer, E'Casanova, Jay Koch, Charles Gherardi, Ricky Dean Logan","After visiting 2015, Marty McFly must repeat his visit to 1955 to prevent disastrous changes to 1985...without interfering with his first trip.",7.8,467662,$ 40000000,$ 119000002,$ 335973020,57.0,421.0,149.0
436,tt1334473,Savage,Savage,2011,2011-07-11,"Horror, Sci-Fi, Thriller",86,USA,English,Jordan Blum,"Jordan Blum, Lynn Drzick",Fearmakers Studios,"Martin Kove, Tony Becker, Lisa Wilcox, Anna Enger Ritch, Shane Callahan, Jack Harrison, Rico Ball, Eric Evans, Charles Landress, Robert Pralgo, Ron Prather, Jeff Sandor, Don Stallings, Catherine Trail, Dan Triandiflou","A blazing fire rips its way through Bear Valley National Park. As the firefighters try to contain it, the animals are being forced out of their habitat including a beast that was better left undiscovered.",4.1,181,,,,,7.0,14.0
437,tt0030138,Flash Gordon - Alla conquista di Marte,Flash Gordon's Trip to Mars,1938,1938-03-21,"Action, Adventure, Sci-Fi",299,USA,English,"Ford Beebe, Robert F. Hill","Ray Trampe, Norman S. Hall",Universal Pictures,"Buster Crabbe, Jean Rogers, Charles Middleton, Frank Shannon, Beatrice Roberts, Donald Kerr, Richard Alexander, C. Montague Shaw, Wheeler Oakman, Kenne Duncan, Warner Richmond, Jack Mulhall, Lane Chandler, Anthony Warde, Ben Lewis","When a deadly Nitron ray strikes Earth, Flash Gordon and his friends travel to Mars to battle Ming the Merciless and his new ally Queen Azura.",6.9,876,,,,,13.0,9.0
438,tt0068615,Frogs,Frogs,1972,1972-03-10,"Horror, Mystery, Sci-Fi",91,USA,English,George McCowan,"Robert Hutchison, Robert Blees",American International Pictures (AIP),"Ray Milland, Sam Elliott, Joan Van Ark, Adam Roarke, Judy Pace, Lynn Borden, Mae Mercer, David Gilliam, Nicholas Cortland, George Skaff, Lance Taylor Sr., Hollis Irving, Dale Willingham, Hal Hodges, Carolyn Fitzsimmons","A group of helpless victims celebrate a birthday on an island estate crawling with killer amphibians, birds, insects, and reptiles.",4.4,5701,,$ 475265,,51.0,147.0,79.0
439,tt0092106,The Transformers: The Movie,The Transformers: The Movie,1986,1986-08-08,"Animation, Action, Adventure",84,"USA, Japan","English, Japanese",Nelson Shin,Ron Friedman,Sunbow Productions,"Norman Alden, Jack Angel, Michael Bell, Gregg Berger, Susan Blu, Arthur Burghardt, Corey Burton, Roger C. Carmel, Victor Caroli, Regis Cordic, Peter Cullen, Scatman Crothers, Bud Davis, Walker Edmiston, Paul Eiding","The Autobots must stop a colossal planet consuming robot who goes after the Autobot Matrix of Leadership. At the same time, they must defend themselves against an all-out attack from the Decepticons.",7.3,37026,$ 6000000,$ 5849647,$ 5860601,,349.0,146.0
440,tt0107969,Sol levante,Rising Sun,1993,1993-11-12,"Action, Crime, Drama",125,USA,"English, Japanese",Philip Kaufman,"Michael Crichton, Philip Kaufman",Twentieth Century Fox,"Sean Connery, Wesley Snipes, Harvey Keitel, Cary-Hiroyuki Tagawa, Kevin Anderson, Mako, Ray Wise, Stan Egi, Stan Shaw, Tia Carrere, Steve Buscemi, Tatjana Patitz, Peter Crombie, Sam Lloyd, Alexandra Powers","When an escort girl is found dead in the offices of a Japanese company in Los Angeles, detectives Web Smith and John Connor act as liaison between the company's executives and the investigating cop Tom Graham.",6.3,41493,$ 35000000,$ 63179523,$ 107198790,56.0,84.0,45.0
441,tt0058222,Vorrei non essere ricca!,I'd Rather Be Rich,1964,1964-11-28,"Comedy, Musical, Romance",96,USA,English,Jack Smight,"Oscar Brodney, Norman Krasna",Ross Hunter Productions,"Sandra Dee, Robert Goulet, Andy Williams, Charles Ruggles, Gene Raymond, Hermione Gingold, Allen Jenkins, Rip Taylor, Laurie Main, Dort Clark, Alex Gerry, Hayden Rorke, Jill Jackson, Milton Frome, Maurice Chevalier","An updated remake of It Started With Eve (1941). A young heiress is summoned to the bedside of her dying grandfather. The man's last wish is to meet her fiance, but problems arise when the ...",7.1,379,,,,,20.0,2.0
442,tt0084708,Soup for One,Soup for One,1982,1982-04-30,Comedy,87,USA,English,Jonathan Kaufer,Jonathan Kaufer,Warner Bros.,"Saul Rubinek, Marcia Strassman, Gerrit Graham, Teddy Pendergrass, Richard Libertini, Andrea Martin, Mordecai Lawner, Lewis J. Stadlen, Joanna Merlin, Christine Baranski, Ellen March, Maury Chaykin, Deborah Offner, Michael Jeter, Anna Deavere Smith","When Allan meets Maria he is sure he has found the perfect woman for him but she's not interested. He persists, she relents, they begin dating. Allan then starts to second guess what he thought he wanted.",5.6,153,,,,,3.0,4.0
443,tt0051418,Fluido mortale,The Blob,1958,1959-07-31,"Horror, Sci-Fi",86,USA,"English, Italian","Irvin S. Yeaworth Jr., Russell S. Doughten Jr.","Theodore Simonson, Kay Linaker",Tonylyn Productions Inc.,"Steve McQueen, Aneta Corsaut, Earl Rowe, Olin Howland, Stephen Chase, John Benson, George Karas, Lee Payton, Elbert Smith, Hugh Graham, Vincent Barbi, Audrey Metcalf, Jasper Deeter, Tom Ogden, Elinor Hammer",An alien lifeform consumes everything in its path as it grows and grows.,6.4,22399,$ 240000,,,58.0,195.0,125.0
444,tt0037593,I falchi del fiume giallo,China Sky,1945,1945-05-16,"Adventure, Drama, War",78,USA,English,Ray Enright,"Brenda Weisberg, Joseph Hoffman",RKO Radio Pictures,"Randolph Scott, Ruth Warrick, Ellen Drew, Anthony Quinn, Carol Thurston, Richard Loo, 'Ducky' Louie, Philip Ahn, Benson Fong, H.T. Tsiang, Chin Kuang Chow",The conflicts of war-torn China are reflected in miniature within an American mission hospital.,6.0,402,,,,,10.0,6.0
445,tt1602613,Solo Dio perdona,Only God Forgives,2013,2013-05-30,"Action, Crime, Drama",90,"Denmark, France, USA, Sweden, Belgium","English, Thai",Nicolas Winding Refn,Nicolas Winding Refn,Space Rocket Nation,"Ryan Gosling, Kristin Scott Thomas, Vithaya Pansringarm, Gordon Brown, Yayaying Rhatha Phongam, Tom Burke, Sahajak Boonthanakit, Pitchawat Petchayahon, Charlie Ruedpokanon, Kowit Wattanakul, Wannisa Peungpa, Narucha Chaimareung, Danai Thiengdham, Wittchuta Watjanarat, Nophand Boonyai","Julian, a drug-smuggler thriving in Bangkok's criminal underworld, sees his life get even more complicated when his mother compels him to find and kill whoever is responsible for his brother's recent death.",5.7,105629,$ 4800000,$ 779188,$ 10639242,37.0,557.0,463.0
446,tt8332454,Shooting Heroin,Shooting Heroin,2020,2020-04-03,"Action, Drama, Thriller",90,USA,English,Spencer T. Folmar,Spencer T. Folmar,SpenceTF Productions,"Sherilyn Fenn, Cathy Moriarty, Nicholas Turturro, Rachel Hendrix, Alan Powell, Brian O'Halloran, Lawrence Hilton-Jacobs, Ola Ray, Garry Pastore, Jaqueline Siegel, Nathan Clarkson, Jeremy John Wells, Dax Spanogle, Spencer T. Folmar, Barrett Donner",A small town community comes together to eradicate the heroin epidemic from its midst by whatever means necessary.,6.6,3074,,,,,38.0,9.0
447,tt1649780,"Peace, Love & Misunderstanding","Peace, Love & Misunderstanding",2011,2012-08-16,"Comedy, Drama, Music",96,USA,English,Bruce Beresford,"Christina Mengert, Joseph Muszynski",BCDF Pictures,"Kyle MacLachlan, Catherine Keener, Joseph Dunn, Ann Osmond, Teri Gibson, Robert Bowen Jr., Wayne Pyle, Alison Ball, Nat Wolff, Elizabeth Olsen, Jane Fonda, Joyce Van Patten, Laurent Rejto, Jeffrey Dean Morgan, Edward Morgan",An uptight New York City lawyer takes her two teenagers to her hippie mother's farmhouse upstate for a family vacation.,5.9,7791,$ 10000000,$ 590700,$ 1105020,45.0,40.0,50.0
448,tt6473542,Ring Ring,Ring Ring,2019,2019-07-19,"Action, Thriller",72,USA,English,Adam Marino,"Naman Barsoom, Adam Marino",Reel Fire Entertainment,"Kirby Bliss Blanton, Malcolm Goodwin, Tommy Kijas, Lou Ferrigno, Josh Zuckerman, Alex Shaffer, Allie Gonino, Andrew Lewis Caldwell, Patrick Gallagher, Emily Tyra, Sujata Day, Charlie Farrell, Andy Fischer-Price, Steve Gandolfo, Andy Goldenberg","After a group of telemarketers get fired by their penny-pinching boss, they take revenge by stealing the company's list of clients to start up their own firm. In the heat of celebration and...",4.2,391,,,,,59.0,
449,tt0049286,Il vendicatore dell'Arizona,Gun the Man Down,1956,1962,"Action, Drama, Romance",76,USA,English,Andrew V. McLaglen,"Burt Kennedy, Sam Freedle",Batjac Productions,"James Arness, Angie Dickinson, Robert J. Wilke, Emile Meyer, Don Megowan, Michael Emmet, Harry Carey Jr., Frank Fenton, Pedro Gonzalez Gonzalez","Two bank robbers abandon their wounded partner to the posse and run with the loot but their partner, after serving time in prison, seeks revenge.",6.3,482,,,,,15.0,6.0
450,tt1621427,The Odd Way Home,The Odd Way Home,2013,2013-10-25,Drama,87,USA,English,Rajeev Nirmalakhandan,"Rajeev Nirmalakhandan, Jason Ronstadt",Sandia Media,"Rumer Willis, Veronica Cartwright, Chris Marquette, Bruce Altman, Brendan Sexton III, Seth Adkins, Marya Beauvais, Ryan Jason Cook, Dave Vescio, Gregory Wagrowski, Alan D'Antoni, Michael Finn, Santino Jimenez, Bob Singer, Ryil Adamson","The oddest couple takes an unforgettable journey through the American Southwest, finding happiness in the unlikeliest of places and seeing in each other what no one else has seen before. ...",6.8,151,,,,30.0,12.0,5.0
451,tt4558376,Downhill,Downhill,2020,2020-02-14,"Comedy, Drama",86,USA,"English, German, Italian, Hindi","Nat Faxon, Jim Rash","Jesse Armstrong, Nat Faxon",Filmhaus Films,"Julia Louis-Dreyfus, Will Ferrell, Zach Woods, Zoe Chao, Miranda Otto, Giulio Berruti, Julian Grey, Ammon Jacob Ford, Kristofer Hivju, Alex Macqueen, Kimberly Rydell, Ruth Brauer, Nadiv Molcho, Ferdinand Ramml, Uli Richter","Barely escaping an avalanche during a family ski vacation in the Alps, a married couple is thrown into disarray as they are forced to reevaluate their lives and how they feel about each other.",4.8,5529,,$ 8287061,$ 8899195,49.0,207.0,115.0
452,tt0038214,The Vampire's Ghost,The Vampire's Ghost,1945,1945-05-21,Horror,59,USA,English,Lesley Selander,"John K. Butler, Leigh Brackett",Republic Pictures (I),"John Abbott, Charles Gordon, Peggy Stewart, Grant Withers, Emmett Vogan, Adele Mara, Roy Barcroft, Martin Wilkins, Frank Jaquet, Jimmy Aubrey","In a small African port, a tawdry bar is run by a man named Webb Fallon. Fallon is actually a vampire, but he is becoming weary of his ""life"" of the past few hundred years.",6.0,341,,,,,22.0,20.0
453,tt0111359,Pecos Bill - Una leggenda per amico,Tall Tale,1995,1995-03-24,"Adventure, Family, Fantasy",96,USA,English,Jeremiah S. Chechik,"Steve Bloom, Robert Rodat",Caravan Pictures,"Patrick Swayze, Oliver Platt, Roger Aaron Brown, Nick Stahl, Scott Glenn, Stephen Lang, Jared Harris, Catherine O'Hara, Moira Sinise, Joe Grifasi, John P. Ryan, Scott Wilson, Bert Kramer, Eric Lawson, Bill Rodgers","A young boy's imagination summons cowboy legend Pecos Bill, who helps him save the family farm from a greedy land-grabber. With the help of a lumberjack and a railroad worker, they all embark on a surprise-filled adventure.",5.9,3355,$ 32000000,$ 8247627,$ 11047627,,34.0,15.0
454,tt0118617,Anastasia,Anastasia,1997,1998-03-23,"Animation, Adventure, Drama",94,USA,"English, Russian, French","Don Bluth, Gary Goldman","Susan Gauthier, Bruce Graham",Twentieth Century Fox,"Meg Ryan, John Cusack, Kelsey Grammer, Christopher Lloyd, Hank Azaria, Bernadette Peters, Kirsten Dunst, Angela Lansbury, Rick Jones, Andrea Martin, Glenn Walker Harris Jr., Debra Mooney, Arthur Malet, Charity James, Liz Callaway","The last surviving child of the Russian Royal Family joins two con men to reunite with her grandmother, the Dowager Empress, while the undead Rasputin seeks her death.",7.2,109297,$ 50000000,$ 58406347,$ 139804348,61.0,215.0,69.0
455,tt1877832,X-Men - Giorni di un futuro passato,X-Men: Days of Future Past,2014,2014-05-22,"Action, Adventure, Sci-Fi",132,"USA, UK, Canada","English, Vietnamese, French",Bryan Singer,"Simon Kinberg, Jane Goldman",Twentieth Century Fox,"Hugh Jackman, James McAvoy, Michael Fassbender, Jennifer Lawrence, Halle Berry, Nicholas Hoult, Anna Paquin, Ellen Page, Peter Dinklage, Shawn Ashmore, Omar Sy, Evan Peters, Josh Helman, Daniel Cudmore, Bingbing Fan",The X-Men send Wolverine to the past in a desperate effort to change history and prevent an event that results in doom for both humans and mutants.,8.0,650414,$ 200000000,$ 233921534,$ 746045700,75.0,822.0,570.0
